player,minutes,team,match,date
A. Andrade,90,Correcaminos Uat,Clausura - 13,2023-03-26T01:05:00+00:00
I. Pineda,90,Correcaminos Uat,Clausura - 13,2023-03-26T01:05:00+00:00
L. López,90,Correcaminos Uat,Clausura - 13,2023-03-26T01:05:00+00:00
G. Moreno,90,Correcaminos Uat,Clausura - 13,2023-03-26T01:05:00+00:00
V. Torres,90,Correcaminos Uat,Clausura - 13,2023-03-26T01:05:00+00:00
A. Zamorano,58,Correcaminos Uat,Clausura - 13,2023-03-26T01:05:00+00:00
G. Hernández,85,Correcaminos Uat,Clausura - 13,2023-03-26T01:05:00+00:00
D. Amador,71,Correcaminos Uat,Clausura - 13,2023-03-26T01:05:00+00:00
F. Tede,90,Correcaminos Uat,Clausura - 13,2023-03-26T01:05:00+00:00
A. Chávez,71,Correcaminos Uat,Clausura - 13,2023-03-26T01:05:00+00:00
D. Pineda,58,Correcaminos Uat,Clausura - 13,2023-03-26T01:05:00+00:00
A. Garza,32,Correcaminos Uat,Clausura - 13,2023-03-26T01:05:00+00:00
S. Treviño,32,Correcaminos Uat,Clausura - 13,2023-03-26T01:05:00+00:00
J. Zárate,19,Correcaminos Uat,Clausura - 13,2023-03-26T01:05:00+00:00
E. Games,19,Correcaminos Uat,Clausura - 13,2023-03-26T01:05:00+00:00
M. Montelongo,5,Correcaminos Uat,Clausura - 13,2023-03-26T01:05:00+00:00
A. Lozano,0,Correcaminos Uat,Clausura - 13,2023-03-26T01:05:00+00:00
A. Ortega,0,Correcaminos Uat,Clausura - 13,2023-03-26T01:05:00+00:00
M. Viera,0,Correcaminos Uat,Clausura - 13,2023-03-26T01:05:00+00:00
M. Zúñiga,0,Correcaminos Uat,Clausura - 13,2023-03-26T01:05:00+00:00
L. González,0,Correcaminos Uat,Clausura - 13,2023-03-26T01:05:00+00:00
O. González,90,Mineros de Zacatecas,Clausura - 13,2023-03-26T01:05:00+00:00
H. Torres,90,Mineros de Zacatecas,Clausura - 13,2023-03-26T01:05:00+00:00
J. Rodarte,90,Mineros de Zacatecas,Clausura - 13,2023-03-26T01:05:00+00:00
A. Mendoza,90,Mineros de Zacatecas,Clausura - 13,2023-03-26T01:05:00+00:00
J. Jiménez,54,Mineros de Zacatecas,Clausura - 13,2023-03-26T01:05:00+00:00
J. Clemente,67,Mineros de Zacatecas,Clausura - 13,2023-03-26T01:05:00+00:00
H. Meza,90,Mineros de Zacatecas,Clausura - 13,2023-03-26T01:05:00+00:00
J. Rodríguez,67,Mineros de Zacatecas,Clausura - 13,2023-03-26T01:05:00+00:00
K. Chaurand,54,Mineros de Zacatecas,Clausura - 13,2023-03-26T01:05:00+00:00
K. Magaña,90,Mineros de Zacatecas,Clausura - 13,2023-03-26T01:05:00+00:00
J. Vega,74,Mineros de Zacatecas,Clausura - 13,2023-03-26T01:05:00+00:00
C. Sánchez,36,Mineros de Zacatecas,Clausura - 13,2023-03-26T01:05:00+00:00
L. Razo,36,Mineros de Zacatecas,Clausura - 13,2023-03-26T01:05:00+00:00
P. Padilla,23,Mineros de Zacatecas,Clausura - 13,2023-03-26T01:05:00+00:00
D. Vásquez,23,Mineros de Zacatecas,Clausura - 13,2023-03-26T01:05:00+00:00
D. Piñón,16,Mineros de Zacatecas,Clausura - 13,2023-03-26T01:05:00+00:00
A. Sánchez,0,Mineros de Zacatecas,Clausura - 13,2023-03-26T01:05:00+00:00
S. Robles,0,Mineros de Zacatecas,Clausura - 13,2023-03-26T01:05:00+00:00
L. Hernández,0,Mineros de Zacatecas,Clausura - 13,2023-03-26T01:05:00+00:00
M. Fraga,0,Mineros de Zacatecas,Clausura - 13,2023-03-26T01:05:00+00:00
M. López,0,Mineros de Zacatecas,Clausura - 13,2023-03-26T01:05:00+00:00
M. Fraga,90,Mineros de Zacatecas,Clausura - 6,2023-02-10T23:00:00+00:00
P. Jaquez,90,Mineros de Zacatecas,Clausura - 6,2023-02-10T23:00:00+00:00
O. Mireles,90,Mineros de Zacatecas,Clausura - 6,2023-02-10T23:00:00+00:00
C. Sánchez,84,Mineros de Zacatecas,Clausura - 6,2023-02-10T23:00:00+00:00
J. Jiménez,90,Mineros de Zacatecas,Clausura - 6,2023-02-10T23:00:00+00:00
F. Plascencia,90,Mineros de Zacatecas,Clausura - 6,2023-02-10T23:00:00+00:00
H. Meza,90,Mineros de Zacatecas,Clausura - 6,2023-02-10T23:00:00+00:00
J. Rodríguez,76,Mineros de Zacatecas,Clausura - 6,2023-02-10T23:00:00+00:00
C. Blanco,90,Mineros de Zacatecas,Clausura - 6,2023-02-10T23:00:00+00:00
K. Chaurand,84,Mineros de Zacatecas,Clausura - 6,2023-02-10T23:00:00+00:00
J. Vega,46,Mineros de Zacatecas,Clausura - 6,2023-02-10T23:00:00+00:00
D. Piñón,44,Mineros de Zacatecas,Clausura - 6,2023-02-10T23:00:00+00:00
L. Razo,14,Mineros de Zacatecas,Clausura - 6,2023-02-10T23:00:00+00:00
A. Sánchez,6,Mineros de Zacatecas,Clausura - 6,2023-02-10T23:00:00+00:00
L. Hernández,6,Mineros de Zacatecas,Clausura - 6,2023-02-10T23:00:00+00:00
S. Robles,0,Mineros de Zacatecas,Clausura - 6,2023-02-10T23:00:00+00:00
A. Mendoza,0,Mineros de Zacatecas,Clausura - 6,2023-02-10T23:00:00+00:00
H. Torres,0,Mineros de Zacatecas,Clausura - 6,2023-02-10T23:00:00+00:00
O. González,0,Mineros de Zacatecas,Clausura - 6,2023-02-10T23:00:00+00:00
J. Rodarte,0,Mineros de Zacatecas,Clausura - 6,2023-02-10T23:00:00+00:00
D. Espinosa,0,Mineros de Zacatecas,Clausura - 6,2023-02-10T23:00:00+00:00
A. Dogre,90,Venados FC,Clausura - 6,2023-02-10T23:00:00+00:00
A. Luna,90,Venados FC,Clausura - 6,2023-02-10T23:00:00+00:00
R. Noya,90,Venados FC,Clausura - 6,2023-02-10T23:00:00+00:00
J. Vega,58,Venados FC,Clausura - 6,2023-02-10T23:00:00+00:00
A. Catalán,84,Venados FC,Clausura - 6,2023-02-10T23:00:00+00:00
M. Reyna,90,Venados FC,Clausura - 6,2023-02-10T23:00:00+00:00
N. Cardozo,90,Venados FC,Clausura - 6,2023-02-10T23:00:00+00:00
M. García,90,Venados FC,Clausura - 6,2023-02-10T23:00:00+00:00
S. Lora,90,Venados FC,Clausura - 6,2023-02-10T23:00:00+00:00
Á. López,58,Venados FC,Clausura - 6,2023-02-10T23:00:00+00:00
P. Zerecero,69,Venados FC,Clausura - 6,2023-02-10T23:00:00+00:00
K. Amador,32,Venados FC,Clausura - 6,2023-02-10T23:00:00+00:00
F. García,32,Venados FC,Clausura - 6,2023-02-10T23:00:00+00:00
J. Rodríguez,21,Venados FC,Clausura - 6,2023-02-10T23:00:00+00:00
A. Díaz Santana,6,Venados FC,Clausura - 6,2023-02-10T23:00:00+00:00
F. Tapia,0,Venados FC,Clausura - 6,2023-02-10T23:00:00+00:00
E. Fernández,0,Venados FC,Clausura - 6,2023-02-10T23:00:00+00:00
J. Barragán,0,Venados FC,Clausura - 6,2023-02-10T23:00:00+00:00
M. Mayo,0,Venados FC,Clausura - 6,2023-02-10T23:00:00+00:00
J. Martínez,0,Venados FC,Clausura - 6,2023-02-10T23:00:00+00:00
H. Hernández,90,Atlante FC,Apertura - Quarter-finals,2022-10-30T01:15:00+00:00
J. Sánchez,90,Atlante FC,Apertura - Quarter-finals,2022-10-30T01:15:00+00:00
J. Portales,90,Atlante FC,Apertura - Quarter-finals,2022-10-30T01:15:00+00:00
F. Reyes,90,Atlante FC,Apertura - Quarter-finals,2022-10-30T01:15:00+00:00
C. Bermúdez,86,Atlante FC,Apertura - Quarter-finals,2022-10-30T01:15:00+00:00
Rolando González,90,Atlante FC,Apertura - Quarter-finals,2022-10-30T01:15:00+00:00
F. Ramírez,46,Atlante FC,Apertura - Quarter-finals,2022-10-30T01:15:00+00:00
E. Partida,90,Atlante FC,Apertura - Quarter-finals,2022-10-30T01:15:00+00:00
D. Lajud,85,Atlante FC,Apertura - Quarter-finals,2022-10-30T01:15:00+00:00
Jonathan Martínez,90,Atlante FC,Apertura - Quarter-finals,2022-10-30T01:15:00+00:00
J. Domínguez,79,Atlante FC,Apertura - Quarter-finals,2022-10-30T01:15:00+00:00
O. Soto,44,Atlante FC,Apertura - Quarter-finals,2022-10-30T01:15:00+00:00
D. López,11,Atlante FC,Apertura - Quarter-finals,2022-10-30T01:15:00+00:00
R. Costa,5,Atlante FC,Apertura - Quarter-finals,2022-10-30T01:15:00+00:00
M. García,4,Atlante FC,Apertura - Quarter-finals,2022-10-30T01:15:00+00:00
A. Cárdenas,0,Atlante FC,Apertura - Quarter-finals,2022-10-30T01:15:00+00:00
M. Galván,0,Atlante FC,Apertura - Quarter-finals,2022-10-30T01:15:00+00:00
Ravel,0,Atlante FC,Apertura - Quarter-finals,2022-10-30T01:15:00+00:00
J. González,0,Atlante FC,Apertura - Quarter-finals,2022-10-30T01:15:00+00:00
J. Velásquez,0,Atlante FC,Apertura - Quarter-finals,2022-10-30T01:15:00+00:00
E. Jiménez,0,Atlante FC,Apertura - Quarter-finals,2022-10-30T01:15:00+00:00
M. Fraga,90,Mineros de Zacatecas,Apertura - Quarter-finals,2022-10-30T01:15:00+00:00
H. Torres,90,Mineros de Zacatecas,Apertura - Quarter-finals,2022-10-30T01:15:00+00:00
E. Monreal,90,Mineros de Zacatecas,Apertura - Quarter-finals,2022-10-30T01:15:00+00:00
C. Sánchez,54,Mineros de Zacatecas,Apertura - Quarter-finals,2022-10-30T01:15:00+00:00
J. Plascencia,90,Mineros de Zacatecas,Apertura - Quarter-finals,2022-10-30T01:15:00+00:00
J. Clemente,90,Mineros de Zacatecas,Apertura - Quarter-finals,2022-10-30T01:15:00+00:00
H. Meza,90,Mineros de Zacatecas,Apertura - Quarter-finals,2022-10-30T01:15:00+00:00
Ó. Mazatán,69,Mineros de Zacatecas,Apertura - Quarter-finals,2022-10-30T01:15:00+00:00
C. Blanco,90,Mineros de Zacatecas,Apertura - Quarter-finals,2022-10-30T01:15:00+00:00
L. Razo,77,Mineros de Zacatecas,Apertura - Quarter-finals,2022-10-30T01:15:00+00:00
J. Vega,77,Mineros de Zacatecas,Apertura - Quarter-finals,2022-10-30T01:15:00+00:00
H. Mascorro,36,Mineros de Zacatecas,Apertura - Quarter-finals,2022-10-30T01:15:00+00:00
L. Hernández,21,Mineros de Zacatecas,Apertura - Quarter-finals,2022-10-30T01:15:00+00:00
J. Rodríguez,13,Mineros de Zacatecas,Apertura - Quarter-finals,2022-10-30T01:15:00+00:00
K. Chaurand,13,Mineros de Zacatecas,Apertura - Quarter-finals,2022-10-30T01:15:00+00:00
A. Sánchez,0,Mineros de Zacatecas,Apertura - Quarter-finals,2022-10-30T01:15:00+00:00
S. Ceballos,0,Mineros de Zacatecas,Apertura - Quarter-finals,2022-10-30T01:15:00+00:00
J. Cobián,0,Mineros de Zacatecas,Apertura - Quarter-finals,2022-10-30T01:15:00+00:00
K. Magaña,0,Mineros de Zacatecas,Apertura - Quarter-finals,2022-10-30T01:15:00+00:00
J. Henestrosa,0,Mineros de Zacatecas,Apertura - Quarter-finals,2022-10-30T01:15:00+00:00
O. González,0,Mineros de Zacatecas,Apertura - Quarter-finals,2022-10-30T01:15:00+00:00
M. Fraga,90,Mineros de Zacatecas,Clausura - 7,2023-02-17T01:05:00+00:00
C. Sánchez,90,Mineros de Zacatecas,Clausura - 7,2023-02-17T01:05:00+00:00
J. Rodarte,90,Mineros de Zacatecas,Clausura - 7,2023-02-17T01:05:00+00:00
F. Plascencia,90,Mineros de Zacatecas,Clausura - 7,2023-02-17T01:05:00+00:00
J. Clemente,63,Mineros de Zacatecas,Clausura - 7,2023-02-17T01:05:00+00:00
H. Meza,90,Mineros de Zacatecas,Clausura - 7,2023-02-17T01:05:00+00:00
Ó. Mazatán,90,Mineros de Zacatecas,Clausura - 7,2023-02-17T01:05:00+00:00
J. Rodríguez,71,Mineros de Zacatecas,Clausura - 7,2023-02-17T01:05:00+00:00
C. Blanco,90,Mineros de Zacatecas,Clausura - 7,2023-02-17T01:05:00+00:00
K. Chaurand,90,Mineros de Zacatecas,Clausura - 7,2023-02-17T01:05:00+00:00
L. Razo,60,Mineros de Zacatecas,Clausura - 7,2023-02-17T01:05:00+00:00
J. Vega,30,Mineros de Zacatecas,Clausura - 7,2023-02-17T01:05:00+00:00
D. Vásquez,27,Mineros de Zacatecas,Clausura - 7,2023-02-17T01:05:00+00:00
D. Piñón,19,Mineros de Zacatecas,Clausura - 7,2023-02-17T01:05:00+00:00
A. Sánchez,0,Mineros de Zacatecas,Clausura - 7,2023-02-17T01:05:00+00:00
S. Robles,0,Mineros de Zacatecas,Clausura - 7,2023-02-17T01:05:00+00:00
A. Mendoza,0,Mineros de Zacatecas,Clausura - 7,2023-02-17T01:05:00+00:00
K. Magaña,0,Mineros de Zacatecas,Clausura - 7,2023-02-17T01:05:00+00:00
H. Torres,0,Mineros de Zacatecas,Clausura - 7,2023-02-17T01:05:00+00:00
L. Hernández,0,Mineros de Zacatecas,Clausura - 7,2023-02-17T01:05:00+00:00
O. González,0,Mineros de Zacatecas,Clausura - 7,2023-02-17T01:05:00+00:00
F. Hernández,90,Raya2,Clausura - 7,2023-02-17T01:05:00+00:00
S. Villarreal,90,Raya2,Clausura - 7,2023-02-17T01:05:00+00:00
A. Grijalva,90,Raya2,Clausura - 7,2023-02-17T01:05:00+00:00
S. Rodríguez,90,Raya2,Clausura - 7,2023-02-17T01:05:00+00:00
A. Gutiérrez,90,Raya2,Clausura - 7,2023-02-17T01:05:00+00:00
Á. Zapata,90,Raya2,Clausura - 7,2023-02-17T01:05:00+00:00
J. Martínez,82,Raya2,Clausura - 7,2023-02-17T01:05:00+00:00
V. López,90,Raya2,Clausura - 7,2023-02-17T01:05:00+00:00
J. Reyes,66,Raya2,Clausura - 7,2023-02-17T01:05:00+00:00
D. Sayago,81,Raya2,Clausura - 7,2023-02-17T01:05:00+00:00
E. Carballo,58,Raya2,Clausura - 7,2023-02-17T01:05:00+00:00
D. Guillén,32,Raya2,Clausura - 7,2023-02-17T01:05:00+00:00
A. Morales,24,Raya2,Clausura - 7,2023-02-17T01:05:00+00:00
J. Marcelino,9,Raya2,Clausura - 7,2023-02-17T01:05:00+00:00
O. Botello,8,Raya2,Clausura - 7,2023-02-17T01:05:00+00:00
J. Casillas,0,Raya2,Clausura - 7,2023-02-17T01:05:00+00:00
J. Moreno,0,Raya2,Clausura - 7,2023-02-17T01:05:00+00:00
M. Torres,0,Raya2,Clausura - 7,2023-02-17T01:05:00+00:00
G. Allison,90,Celaya,Clausura - 15,2023-04-05T23:00:00+00:00
L. López,90,Celaya,Clausura - 15,2023-04-05T23:00:00+00:00
R. Peña,90,Celaya,Clausura - 15,2023-04-05T23:00:00+00:00
R. Melgarejo,90,Celaya,Clausura - 15,2023-04-05T23:00:00+00:00
J. Gómez,90,Celaya,Clausura - 15,2023-04-05T23:00:00+00:00
C. Rodríguez,54,Celaya,Clausura - 15,2023-04-05T23:00:00+00:00
A. Domínguez,90,Celaya,Clausura - 15,2023-04-05T23:00:00+00:00
H. Pérez,46,Celaya,Clausura - 15,2023-04-05T23:00:00+00:00
A. Escoto,76,Celaya,Clausura - 15,2023-04-05T23:00:00+00:00
R. Marín,90,Celaya,Clausura - 15,2023-04-05T23:00:00+00:00
J. Hernández,46,Celaya,Clausura - 15,2023-04-05T23:00:00+00:00
E. Del Ángel,44,Celaya,Clausura - 15,2023-04-05T23:00:00+00:00
G. Acosta,44,Celaya,Clausura - 15,2023-04-05T23:00:00+00:00
R. Hernández,36,Celaya,Clausura - 15,2023-04-05T23:00:00+00:00
J. Canales,14,Celaya,Clausura - 15,2023-04-05T23:00:00+00:00
B. Aguilar,0,Celaya,Clausura - 15,2023-04-05T23:00:00+00:00
N. Topete,0,Celaya,Clausura - 15,2023-04-05T23:00:00+00:00
F. Vera,0,Celaya,Clausura - 15,2023-04-05T23:00:00+00:00
J. Zazueta,0,Celaya,Clausura - 15,2023-04-05T23:00:00+00:00
C. Monges,0,Celaya,Clausura - 15,2023-04-05T23:00:00+00:00
A. Acosta,0,Celaya,Clausura - 15,2023-04-05T23:00:00+00:00
O. González,90,Mineros de Zacatecas,Clausura - 15,2023-04-05T23:00:00+00:00
H. Torres,90,Mineros de Zacatecas,Clausura - 15,2023-04-05T23:00:00+00:00
J. Rodarte,90,Mineros de Zacatecas,Clausura - 15,2023-04-05T23:00:00+00:00
J. Jiménez,90,Mineros de Zacatecas,Clausura - 15,2023-04-05T23:00:00+00:00
F. Plascencia,85,Mineros de Zacatecas,Clausura - 15,2023-04-05T23:00:00+00:00
J. Clemente,90,Mineros de Zacatecas,Clausura - 15,2023-04-05T23:00:00+00:00
H. Meza,90,Mineros de Zacatecas,Clausura - 15,2023-04-05T23:00:00+00:00
Ó. Mazatán,90,Mineros de Zacatecas,Clausura - 15,2023-04-05T23:00:00+00:00
K. Chaurand,59,Mineros de Zacatecas,Clausura - 15,2023-04-05T23:00:00+00:00
K. Magaña,75,Mineros de Zacatecas,Clausura - 15,2023-04-05T23:00:00+00:00
L. Razo,75,Mineros de Zacatecas,Clausura - 15,2023-04-05T23:00:00+00:00
J. Vega,31,Mineros de Zacatecas,Clausura - 15,2023-04-05T23:00:00+00:00
C. Sánchez,15,Mineros de Zacatecas,Clausura - 15,2023-04-05T23:00:00+00:00
D. Vásquez,15,Mineros de Zacatecas,Clausura - 15,2023-04-05T23:00:00+00:00
A. Mendoza,5,Mineros de Zacatecas,Clausura - 15,2023-04-05T23:00:00+00:00
A. Sánchez,0,Mineros de Zacatecas,Clausura - 15,2023-04-05T23:00:00+00:00
O. Mireles,0,Mineros de Zacatecas,Clausura - 15,2023-04-05T23:00:00+00:00
J. Rodríguez,0,Mineros de Zacatecas,Clausura - 15,2023-04-05T23:00:00+00:00
